doi,volume,issue,start page,end page,title,authors
10.1155/1900/32708,9,294,116,116,The Distribution of Leptysma marginicollis,Samuel H. Scudder
10.1155/1900/36036,9,288,45,47,"The Species of the Oedipodine Genus heliastus Sauss., Occurring in the United States",Samuel H. Scudder
10.1155/1900/37281,9,294,118,119,Life Historical of North American Geometridae—XV,Harrison G. Dyar
10.1155/1900/39597,9,290,63,64,The Melanopli of Kansas,S. J. Hunter;W. S. Sutton
10.1155/1900/43271,9,290,67,69,"The Species of Hadrotettix, A Genus of Oedipodinae",Samuel H. Scudder
10.1155/1900/47934,9,290,70,71,Some Coccidae Quarantined at San Francisco,T. D. A. Cockerell
10.1155/1900/49189,9,294,119,119,New England Orthoptera,Samuel Henshaw
10.1155/1900/51606,9,291,75,76,Notes on the Orthopteran Genus Leprus Saussure,Samuel H. Scudder
10.1155/1900/52851,9,295,123,126,Some Insects of The Hundsonnian Zone in New Mexico. —I,T. D. A. Cockerell
10.1155/1900/56178,9,291,78,84,The Genus Kermes in North America,Geo. B. King
10.1155/1900/57425,9,295,130,132,Life Histories of North American Geometridae—XVI,Harrison G. Dyar
10.1155/1900/59741,9,292,88,90,The Melanopli of Kansas—III,S. J. Hunter;W. S. Sutton
10.1155/1900/61097,9,296,142,143,Life Histories of North American Geometridae—XVII,Harrison G. Dyar
10.1155/1900/63514,9,292,93,94,Life Histories of North American Geometrida—XIII,Harrison G. Dyar
10.1155/1900/64760,9,296,144,144,Jordan and Kellogg's Animal Life,N. Y. Appleton
10.1155/1900/68086,9,292,94,95,Notes on the Nesting of Anthidium paroselae Cockerell,Minnie Newberry;T. D. A. Cockerell
10.1155/1900/71749,9,292,95,95,Occurrence of Myrmeleon immaculatum Degeer in Maine,A. S. Packard
10.1155/1900/74076,9,288,41,41,Proceedings of the Cambridge Entomological Club,
10.1155/1900/75323,9,294,111,115,The Habits of Myrmecophila nebrascensis Bruner,William Morton Wheeler
10.1155/1900/78639,9,288,44,45,"Table of North America Kermes, Based on External Characters",T. D. A. Cockerell
10.1155/1900/79895,9,294,116,118,Miscellaneous Notes on Coccidae From Western Massachusetts,GEO. B. King
10.1155/1900/82413,9,288,47,48,Insect Neuration,
10.1155/1900/85975,9,290,64,67,American Fossil Coleoptera Referred to the Scolytidae,A. D. Hopkins
10.1155/1900/90648,9,290,69,70,Life Histories of North American Geometridae—XII,Harrison G. Dyar
10.1155/1900/94230,9,290,72,72,Some Mating Notes,Caroline G. Soule
10.1155/1900/95475,9,294,119,119,Mantis Religiosa in America,Samuel H. Scudder
10.1155/1900/97892,9,291,76,78,The Melanopli of Kansas—II,S. J. Hunter;W. S. Sutton
10.1155/1901/12157,9,302,207,213,The Anatomy of the Larva of the Giant Crane Fly(Holorusia rubiginosa),Vernon L. Kellogg
10.1155/1901/12493,9,299,179,179,The Katydid's Call in Relation to Temperature,Roland Hayward
10.1155/1901/15819,9,302,215,215,A New Coccid on Roots of Rubus,T. D. A. Cockerell
10.1155/1901/16067,9,300,183,183,The Habits and Notes of the New England Species of Oecanthus,Walter Faxon
10.1155/1901/19392,9,303,219,222,Review of the Collembolan Genus Neelus and Description of N. Minutus N. Sp.,Justus Watson Folsom
10.1155/1901/24064,9,303,224,226,Notes on the Mating of Attacus cecropia and Others,Caroline G. Soule
10.1155/1901/26719,9,297,151,153,Notes on Macropsis and Agallia (Jassidae),C. F. Baker
10.1155/1901/27627,9,303,227,227,Hemiptera on Verbascum,T. D. A. Cockerell
10.1155/1901/30391,9,297,155,156,Life Histories of North American Geometridae—XVIII,Harrison G. Dyar
10.1155/1901/31398,9,304,239,240,Life Histories of North American Geometridae—XXIV,Harrison G. Dyar
10.1155/1901/34717,9,300,184,185,On the Protective Coloration and Attitude of Libythea celtis ESP.,Nicholas Kusnezow
10.1155/1901/34954,9,298,163,164,Some Insects of the Hudsonian Zone in New Mexico—III,T. D. A. Cockerell;H. G. Dyar;Herbert Obsorn
10.1155/1901/38290,9,300,187,189,The Species of Diapheromera (Phasmidae) Found in the United States and Canada,Samuel H. Scudder
10.1155/1901/38527,9,298,166,167,Food of Larvae of Simulium and Blepharocera,Vernon L. Kellogg
10.1155/1901/41952,9,300,191,191,Occurrence of Melanoplus Extremus in Northern Labrador,A. S. Packard
10.1155/1901/46526,9,300,191,191,Correction,
10.1155/1901/46862,9,299,171,173,"Identification of Two of Fitch's Species VIZ., Delatocephalus melsheimerii and Chlorotettix unicolor",C. P. Gillette
10.1155/1901/50297,9,301,197,199,Variation in Tridactylus,A. P. Morse
10.1155/1901/53860,9,301,203,204,Life Histories of North American Geometridae—XXII,Harrison G. Dyar
10.1155/1901/54107,9,299,177,179,Life Histories of North American Geometridae—XX,Harrison G. Dyar
10.1155/1901/58434,9,302,213,215,Gynandromorphism in a New Species of Hilara,Axel Leonard Melander
10.1155/1901/58680,9,299,179,179,Proceedings of the Cambridge Entomological Club,
10.1155/1901/62106,9,302,215,216,A New Species of Chrysopa From Texas,Jesse F. McClendon
10.1155/1901/65769,9,303,222,224,Microdon Larvae in Pseudomyrma Nests,William Morton Wheeler
10.1155/1901/69342,9,297,147,151,Some Insects of the Hudsonian Zone in New Mexico—II,William H. Ashmead
10.1155/1901/70451,9,303,226,227,Life Histories of North American Geometridae—XXIII,Harrison G. Dyar
10.1155/1901/73015,9,297,153,154,Coccidae of the Harvard Botanical Gardens,GEO. B. King
10.1155/1901/74024,9,304,231,239,Sketsh of the Habits of North American Ants—I,Auguste Forel
10.1155/1901/76578,9,298,159,162,The Distribution of Holarctic Collembola,Justus Watson Folsom
10.1155/1901/81015,9,300,185,186,Some Insects of the Hudsonian Zone in New Mexico—IV,William H. Ashmead;T. D. A. Cockerell
10.1155/1901/81351,9,298,165,166,Life Histories of North American Geometridae—XIX,Harriso G. Dyar
10.1155/1901/84676,9,300,189,191,Life Histories of North American Geometridae—XXI,Harrison G. Dyar
10.1155/1901/84915,9,298,167,167,The Triangle Spider in Calefornia,Vernon L. Kellogg
10.1155/1901/89250,9,300,191,191,Occurrence of Anopheles Quadrimaculatus in Maine,A. S. Packard
10.1155/1901/89486,9,298,167,167,Proceedings of the Cambridge Entomological Club,
10.1155/1901/92913,9,301,195,197,"A Couragrous Butterfly, Oeneis Semidea",Samuel H. Scudder
10.1155/1901/93159,9,299,173,175,Insects and Spiders of the Galapagos Islands,Vernon L. Kellogg
10.1155/1901/96484,9,301,199,203,Pulvinaria innumerabilis Rathv,GEO. B. King
10.1155/1901/96821,9,299,175,177,Notes on Crypticerya townsendi Cockerell,T. D. A. Cockerell;George B. king
10.1155/1902/12373,9,313,347,348,Cephalic Morphology,
10.1155/1902/13502,9,312,330,335,Some New Genera and Species of Attidae From South Africa,George W. Peckham;Elizabeth G. Peckham
10.1155/1902/16395,9,320,427,428,A Simplified Spreading Board,James G. Needham
10.1155/1902/17074,9,312,335,335,Correction,
10.1155/1902/17804,9,319,413,419,Group Characteristics of Some North American Butterflies—V,Samuel H. Scudder
10.1155/1902/20168,9,320,429,430,Coccidae and Aleurodidae,Vernon L. Kellogg
10.1155/1902/20737,9,313,339,343,Are the Mallophaga Degenerate Poscids?,Vernon L. Kellogg
10.1155/1902/21475,9,320,423,427,Group Characteristics of Some North American Butterflies—VI,Samuel H. Scudder
10.1155/1902/24731,9,320,431,432,Notes,
10.1155/1902/28365,9,315,370,371,Group Characteristics of Some North American Butterflies—I,Samuel H. Scudder
10.1155/1902/32038,9,316,375,378,A Probable New Type of Hypermetamorphosis,James G. Needham
10.1155/1902/35962,9,309,291,296,The Species of Gryllus Found in the United States East of the Sierra Nevadas,Samuel H. Scudder
10.1155/1902/36702,9,316,380,381,Dichopetala Brevicauda—A Correction,A. P. Morse
10.1155/1902/38712,9,313,345,345,A New Catolaccus on Sitotroga cerealella Oliv,William H. Ashmead
10.1155/1902/39536,9,309,298,299,Life Histories of North American Geometridae—XXIX,Harrison G. Dyar
10.1155/1902/40374,9,316,383,384,Life Histories of North American Geometridae—XXXIV,Harrison G. Dyar
10.1155/1902/42417,9,315,363,367,Collection of the Grave,Justus Watson Folsom
10.1155/1902/43208,9,309,300,300,Literature,
10.1155/1902/43937,9,317,393,393,Notes,
10.1155/1902/47871,9,311,315,321,The Identity of the Snow—Flea (Achorutes nivicola Fitch),Justus Watson Folsom
10.1155/1902/48509,9,317,396,396,Life Histories of North American Geometridae—XXXV,Harrison G. Dyar
10.1155/1902/51543,9,311,324,324,A New Bruchophagus From Mexico,William H. Ashmead
10.1155/1902/52181,9,318,401,404,The Association of Coccidae,GEO. B. King
10.1155/1902/56126,9,312,328,329,A New Silphid Beetle From A simple Insect—Trap,A. Leonard Melander
10.1155/1902/56843,9,318,407,408,Life Histories of North American Geometridae—XXXVI,Harrison G. Dyar
10.1155/1902/58549,9,313,346,347,Some Insects of the Hudsonian Zone in New Mexico—VIII,T. D. A. Cockerell
10.1155/1902/59687,9,312,335,335,Notes,
10.1155/1902/60517,9,319,411,413,Notes on Hybrids of Samia cynthia and Attacus Promethea,Caroline G. Soule
10.1155/1902/62782,9,320,428,429,Life Histories of North American Geometridae—XXXVIII,Harrison G. Dyar
10.1155/1902/63461,9,312,336,336,Life Histories of North American Geometridae—XXXI,Harrison G. Dyar
10.1155/1902/64089,9,319,419,420,Life Histories of North American Geometridae—XXXVII,Harrison G. Dyar
10.1155/1902/67354,9,320,430,431,The Pupa of Mermiria Texana Bruner,T. D. A. Cockerell
10.1155/1902/71080,9,315,368,370,The So-Called Mandibles of Spiders,William A. Riley
10.1155/1902/74742,9,315,371,372,Life Histories of North American Geometridae—XXXIII,Harrison G. Dyar
10.1155/1902/75902,9,313,344,345,Life Histories of North American Geometridae—XXXII,Harrison G. Dyar
10.1155/1902/79316,9,316,378,380,Records of the Habits of New Mexican Coleoptera,T. D. A. Cockerell
10.1155/1902/82360,9,309,296,298,A New Species of the Genus Saissetia (Coccidae) With Notes on Some of the Species of the Genus not Well Understood,George B. King
10.1155/1902/82978,9,316,381,383,Group Characteristics of Some North American Butterflies—II,Samuel H. Scudder
10.1155/1902/83263,9,313,348,348,Another Note on Deltocephalus melsheimerii,C. F. Baker
10.1155/1902/85041,9,315,367,368,Further Notes on New England Formicidae,GEO. B. King
10.1155/1902/85923,9,309,299,300,The Hatching of Eacles imperialis,Caroline G. Soule
10.1155/1902/86561,9,317,387,393,New Agriculture Ants From Texas,William Morton Wheeler
10.1155/1902/90594,9,309,300,300,Correction,
10.1155/1902/91324,9,317,394,395,Group Characteristics of Some North American Butterflies—III,Samuel H. Scudder
10.1155/1902/94168,9,311,321,323,"On the Limits of the Family Saturniidae, With a Note on the Genus Rothschildia",A. S. Packard
10.1155/1902/94895,9,318,399,400,The Inverted Hypopygium of Dasyllis and Laphria,Robert E. Snodgrass
10.1155/1902/97830,9,312,327,327,An Interesting Case of Mimicry,Herbert Obsorn
10.1155/1902/98468,9,318,405,407,Group Characteristics of Some North American Butterflies—IV,Samuel H. Scudder
10.1155/1903/14573,10,325-326,188,189,"The Tipulid Hypopygium, A Study in Specific Adaptations",Robert E. Snodgrass
10.1155/1903/16891,10,322,78,79,Life Histories of North American Geometridae.—XL,Harrison G. Dyar
10.1155/1903/18147,10,325-326,201,204,Two New Species of Sphex,H. T. Fernald
10.1155/1903/20563,10,322,85,92,The Hemiptera Described by Philip Reese Uhler. II,Samuel Henshaw
10.1155/1903/21809,10,325-326,210,216,"Classification of the Gall-Wasps and the Parasitic Cynipoids, or the Superfamily Cynipoidea IV",William H. Ashmead
10.1155/1903/25137,10,323,111,114,A New Genus and Four New Species of Asilidae,Charles W. Johnson
10.1155/1903/26381,10,325-326,218,220,Appearance of the 17–Year Cicada in Rhode Island in 1903,Alpheus S. Packard
10.1155/1903/28698,10,323,116,117,Life Histories of North American Geometridae.—XLI,Harrison G. Dyar
10.1155/1903/32472,10,323,122,125,The Hemiptera Described by Philip Reese Uhler. III,Samuel Henshaw
10.1155/1903/35789,10,321,1,6,A Contribution Toward A Knowledge of the Life History of Culex Sollicitans,John B. Smith
10.1155/1903/37045,10,324,134,139,Some Hitherto Unknown Nymphs of Odonata From New Mexico,James G. Needham;T. D. A. Cockerell
10.1155/1903/39362,10,321,13,14,Life Histories of North American Geometridae.—XXXIX,Harrison G. Dyar
10.1155/1903/43035,10,321,19,22,Some Species of Eulecanium (Coccidae) From France,T. D. A. Cockerell
10.1155/1903/45280,10,324,164,168,The North American Ants of the Genus Stenamma Sensu Stricto,William Morton Wheeler
10.1155/1903/47596,10,321,31,42,The Hemiptera Described by Philip Reese Uhler,Samuel Henshaw
10.1155/1903/48943,10,325-326,171,183,A Review of the North American Species of Nemotelus,Axel Leonard Melander
10.1155/1903/51369,10,322,47,58,The Diffusion of Insects in North America,F. M. Webster
10.1155/1903/52616,10,325-326,186,187,The Re-Discovery of Philorus (Blepharocera) Yosemite Osten Sacken,Vernon L. Kellogg
10.1155/1903/54931,10,322,73,73,"A New Oryssid From Chatham Islands, Bismarck Archipelago",William H. Ashmead
10.1155/1903/57186,10,325-326,187,187,Amory Leland Babcock,Albert P. Morse
10.1155/1903/59505,10,322,74,77,A Catalogue of the Bees of California,T. D. A. Cockerell
10.1155/1903/60850,10,325-326,190,200,Life Histories of North American Geometridae.—XLII,Harrison G. Dyar
10.1155/1903/63178,10,322,80,85,"Notes on Some Aleyrodes From Massachusetts, With Descriptions of New Species",Austin W. Morrill
10.1155/1903/64524,10,325-326,205,209,Some Notes on the Habits of Cerapachs Augustae,William Morton Wheeler
10.1155/1903/67840,10,323,93,111,A Decade of Texan Formicidae,William Morton Wheeler
10.1155/1903/69095,10,325-326,216,218,Some Aphids Associated With Ants,Wilmatte Porter Cockerell
10.1155/1903/71513,10,323,115,116,New Orthoptera From Nevada,Albert P. Morse
10.1155/1903/72758,10,325-326,221,223,Notes on Acanthothrips,H. J. Franklin
10.1155/1903/75085,10,323,118,122,Studies for Students.—III Elementary Studies in Insect Histology,Vernon L. Kellogg
10.1155/1903/76341,10,325-326,224,230,The Hemiptera Described by Philip Reese Uhler. IV,Samuel Henshaw
10.1155/1903/79649,10,324,127,134,Notes on the Immature Stages of Some Tingitids of the Genus Corythuca,Austin W. Morril
10.1155/1903/82075,10,321,7,12,"Classification of the Gall-Wasps and the Parasitic Cynipoids, or the Superfamily Cynipoidea",William H. Ashmead
10.1155/1903/83423,10,324,140,155,"Classification of the Gall-Wasps and the Parasitic Cynipoids, or the Superfamily Cynipoidea III",William H. Ashmead
10.1155/1903/85739,10,321,15,18,Insect Psychology,Justus Watson Folsom
10.1155/1903/86984,10,324,156,164,Synopsis of the North American Species of Ammophila,A. L. Melander
10.1155/1903/90412,10,321,22,31,Button-Bush Insects,James G. Needham
10.1155/1926/51582,33,1,20,21,The Distribution of Muscina Pascuorum Meigen in America,Charles W. Johnson
10.1155/1926/56154,33,1,27,28,Book Review,
10.1155/1926/97859,33,1,22,27,Recent Work by Gabritschevsky on the Inheritance of Color Varieties in Volucella Bombylans,Clyde E. Keeler
10.1155/1954/46042,61,2,74,80,Tabanidae of New Hampshire,R. L. Blickle
10.1155/1981/97878,88,3-4,197,198,Robert Elliot Silberglied,Frank M. Carpenter
10.1155/1992/51296,99,4,241,244,Dedication: Frank Morton Carpenter,Edward O. Wilson
